ID,total_amount
0,6.757700082549514
1,13.735504148629136
2,17.699799999999993
3,8.908155466943835
4,9.453139194139181
5,9.119799999999943
6,11.609136507936501
7,15.359999999999959
8,6.640336176723174
9,12.001062249197243
10,21.039999999999978
11,15.821556277056281
12,19.201481198597534
13,17.271335397891935
14,10.953247416546747
15,6.301946210976077
16,41.46999999999992
17,12.085651351430245
18,6.600000000000012
19,6.793403843766457
20,16.518132034632018
21,13.55999999999997
22,8.630696256025685
23,47.12349999999992
24,26.81749999999995
25,8.89012480344787
26,15.514178184260826
27,18.62655158730158
28,53.75810000000001
29,5.042561630601362
30,28.130433333333357
31,8.546188070263058
32,20.000249999999983
33,18.5
34,11.42249999999998
35,13.600963973698313
36,9.693667670303137
37,20.09874999999997
38,5.042259755265636
39,7.631788321292576
40,9.941799048174042
41,8.840000000000014
42,11.76
43,49.25089999999998
44,21.9360414220555
45,6.600000000000011
46,11.75
47,7.019574543650403
48,5.7061387761493885
49,35.957399999999964
50,8.873537575546635
51,86.06240000000008
52,9.468514285714297
53,7.905432245158672
54,8.686019479502958
55,6.95
56,11.159999999999984
57,6.982794512501985
58,9.170532949535161
59,14.119999999999958
60,6.767849206349204
61,25.61733333333335
62,45.36
63,4.118214285714292
64,13.076349999999984
65,9.551900764869272
66,14.159999999999936
67,20.120023285537982
68,12.439432920928294
69,17.783500000000046
70,11.463344232688478
71,29.37200000000003
72,8.75
73,13.55999999999997
74,8.512541709477913
75,9.04145807623749
76,11.3502
77,11.236183383623729
78,8.149999999999995
79,29.159999999999926
80,15.502518550893537
81,9.961792347291189
82,7.559999999999975
83,11.574708223224157
84,6.00061116158538
85,13.722627400377394
86,20.935205447330446
87,9.80665011581556
88,12.35999999999998
89,19.11459571807049
90,16.599999999999977
91,21.950000000000017
92,27.27675000000002
93,9.092842785332387
94,8.759999999999998
95,8.129485607739785
96,21.35778918026416
97,9.161404743468117
98,22.331499999999973
99,10.55999999999998
100,7.9641999999999875
101,27.359999999999992
102,12.96
103,10.251376957976158
104,27.470445346320354
105,7.69238385225885
106,17.834040216167423
107,12.118540415193536
108,47.05379999999992
109,7.5386058089258015
110,6.3600000000000065
111,6.3923571428571435
112,34.37416666666671
113,6.618273277960427
114,15.329199999999984
115,12.25
116,5.2291206709956715
117,56.61402525252532
118,6.352416631662757
119,9.119999999999983
120,13.207125396825395
121,11.50882142857143
122,6.662048859074063
123,29.315999999999978
124,8.814490147823381
125,10.414570626844025
126,15.85548092115218
127,9.61510907148407
128,9.135642626716113
129,9.36
130,11.703351871449717
131,56.698400000000056
132,38.188000000000024
133,8.150000000000004
134,10.806729313853122
135,18.58999999999997
136,17.76000000000002
137,11.35756010723069
138,9.360000000000008
139,18.19142981227577
140,8.4023658008658
141,5.713871737546579
142,17.278749999999977
143,15.950000000000202
144,11.765520803624884
145,8.446531706283913
146,25.714599999999976
147,8.150000000000006
148,8.536328917011735
149,15.949999999999996
150,16.060386751881442
151,9.105902777777793
152,8.760000000000106
153,32.75970000000007
154,11.63227234477332
155,6.341836453097886
156,22.55999999999996
157,26.83916666666669
158,6.30463061851551
159,21.03795664277243
160,13.735166666666641
161,6.744794347730387
162,11.522023809523798
163,18.97092329881591
164,11.349863095238089
165,7.555735943274337
166,7.858590538229887
167,8.272576659451655
168,9.564821428571413
169,7.559999999999974
170,10.55031937616217
171,60.699300000000065
172,17.150000000000038
173,21.390000000000036
174,36.115000000000066
175,15.40273214285713
176,9.890855717684028
177,8.765277347926439
178,8.320757374099832
179,5.789600000000003
180,10.503801587301595
181,7.988763837255243
182,6.929999999999991
183,17.289916666666656
184,14.039999999999969
185,51.06649999999999
186,7.49494721944721
187,8.159999999999993
188,58.41109999999996
189,9.949999999999951
190,8.530316578491687
191,39.06990000000007
192,6.129670454545451
193,14.114841442593947
194,24.53436309523811
195,7.494148044088266
196,12.63022974247974
197,15.606341450216423
198,7.117925588863684
199,6.962361025941736
200,8.699467966466209
201,11.619999999999981
202,11.607943541146481
203,11.438478733240679
204,8.2056722913326
205,9.600449189699184
206,8.293520757469027
207,12.63022974247974
208,8.760000000000028
209,11.509027276741442
210,9.301238650957126
211,17.211990446931573
212,14.995099999999988
213,10.54999999999998
214,6.558521393639725
215,16.618899999999957
216,9.906483423660564
217,35.25559999999996
218,11.78742857142855
219,12.960000000000019
220,9.395833848194588
221,6.424986199487234
222,18.065472287516393
223,7.884384018759017
224,8.15999999999996
225,8.159999999999995
226,20.76000000000002
227,8.536328917011735
228,20.016515873015855
229,59.414800000000014
230,73.94064761904774
231,13.45082738095237
232,12.700000000000022
233,11.150000000000002
234,14.75
235,17.76278571428574
236,41.12449999999996
237,8.76000000000005
238,12.522396589521582
239,7.032860070059644
240,6.824567368316816
241,16.090666666666667
242,9.100000000000016
243,22.820708333333332
244,18.578637254901935
245,8.410937209689926
246,14.52205988813109
247,12.357166666666645
248,18.35999999999995
249,21.35999999999996
250,7.564221799111253
251,8.761541115504706
252,70.25999937931368
253,6.128095039740122
254,7.560000000000011
255,8.5
256,16.95634965929107
257,21.359999999999953
258,9.362544663038221
259,12.430299999999999
260,12.833703823953815
261,10.32534598598432
262,6.784264384274653
263,7.268886329085668
264,5.7951915991369365
265,22.743416666666658
266,12.960000000000006
267,12.960000000000019
268,26.0
269,6.509375006464829
270,16.294785714285705
271,13.389919825691193
272,15.531337375200506
273,31.550000000000047
274,11.600000000000001
275,6.3599999999999985
276,64.3780000000001
277,9.9599999999999
278,13.559999999999963
279,10.993843898524913
280,10.559999999999976
281,13.16330932296725
282,11.0
283,16.062491459311687
284,24.949999999999996
285,11.595224489531295
286,9.668609488588423
287,11.149999999999993
288,14.481283419820887
289,5.529859865035284
290,7.260168186767141
291,9.361819063723173
292,9.156669199675676
293,19.986083333333305
294,9.31568334172115
295,10.559999999999969
296,20.95948571428569
297,12.614863785062791
298,13.357975737680958
299,14.169300000000016
300,9.230403033078028
301,11.879629842379835
302,14.76000000000004
303,4.487705794205801
304,8.437337718531623
305,6.960000000000013
306,9.950000000000019
307,8.159999999999934
308,10.044480518254197
309,12.075832792207773
310,15.108716317995727
311,50.678300000000014
312,14.650000000000016
313,13.559999999999967
314,10.744455627705623
315,11.194295524006298
316,6.42003160713249
317,52.60660000000001
318,19.688952380952355
319,8.049156352286811
320,8.062482364256569
321,27.359999999999996
322,23.808666666666667
323,6.795973174673963
324,27.109683333333347
325,9.31568334172115
326,21.112835528825784
327,7.241077644577643
328,13.900002581160647
329,10.259319077474245
330,8.049156352286811
331,6.35999999999999
332,14.76000000000008
333,11.159999999999982
334,39.121999999999936
335,30.05041738816739
336,4.686486800358932
337,18.1158714285714
338,15.019924242424242
339,26.75
340,6.939102233191768
341,31.917511904761874
342,10.277706202380347
343,14.522529915646787
344,13.876158887119711
345,23.426499999999997
346,30.063400000000023
347,10.380000000000003
348,8.19688910067709
349,5.9226488095238095
350,11.057634661407173
351,5.149999999999988
352,36.38000000000007
353,7.119825811460131
354,16.633099999999946
355,13.20254261902832
356,7.764289293243756
357,11.61999999999998
358,7.850000006768823
359,8.7220608241725
360,6.48730606558753
361,8.560880466710486
362,7.317318489805851
363,11.010410365651651
364,6.1237111193332225
365,6.879713149489418
366,11.567396588820186
367,9.360000000000008
368,7.25
369,15.207933333333308
370,8.82719720839085
371,8.078506958989582
372,12.149720800295533
373,41.58830000000002
374,12.325318253968254
375,20.69608333333333
376,12.350000000000016
377,8.760000000000002
378,6.359999999999998
379,21.42597619047618
380,6.34999999999999
381,18.65371641568704
382,7.12331163468982
383,4.974198773448776
384,20.150145562770536
385,14.461591269841263
386,12.069870901231159
387,9.119999999999997
388,20.933916666666647
389,24.574916666666677
390,7.880000000000006
391,9.959999999999924
392,9.469657456041881
393,10.702666666666685
394,5.626759920634921
395,8.647533226013488
396,4.501304936076994
397,7.61607698555678
398,7.575399999999984
399,28.127100000000063
400,19.996629759129757
401,17.75
402,10.140000000000008
403,9.635643105914237
404,10.534899999999968
405,6.300233286274591
406,8.263475888898677
407,10.65333333333335
408,8.651999999999996
409,10.212475706004216
410,12.32719191786831
411,24.587666666666674
412,8.067749999999988
413,12.960000000000013
414,49.03110000000001
415,8.840966666666676
416,11.0
417,6.550971428571427
418,9.960000000000013
419,21.960000000000008
420,12.614863785062791
421,7.087705544455542
422,15.380000000000038
423,10.55999999999998
424,18.34999999999997
425,8.159999999999966
426,9.684580967598912
427,7.25
428,6.246946541371459
429,19.54928571428569
430,6.62876677489177
431,6.9599999999999955
432,9.020760826071594
433,13.080889190625577
434,16.633
